p1,p2,p3,p4,p5,p6,p7,c1,c2,c3,c4,c5
92,226,8EadgQ7p4V,1,84,85,0fodKm19TZ,False,False,True,True,False
22,201,cGlJsTrB2V,1,72,263,BVMaU1pAq4,False,False,True,True,False
193,274,MVtjwX5dPa,1,83,235,MYq7EGU4Qo,False,False,True,True,False
172,134,YAG9nKI75a,1,228,33,yo4Pi68BhC,False,True,True,True,False
69,251,6dwLZ2tiMk,0,144,94,2vd7gup6ek,False,False,False,True,False
126,138,oswLdrUFNX,1,66,298,L2Ze9nDKhk,False,False,True,True,False
101,160,qAldOYC7tJ,0,190,206,gxR4OZPFtH,False,False,False,True,False
26,52,FrD30fvUmp,1,195,141,0q84jmCkXI,False,False,True,True,False
84,55,qSthZkLI9y,1,6,42,WTQCAoMUvn,False,False,True,True,False
195,196,kj4FPMxlJA,1,254,222,VGKZagjWkl,False,True,True,True,False
127,215,HX8TUiICPj,1,126,265,eyKsfai5Ad,False,False,True,True,False
113,43,PLZOemMkUR,0,295,9,7WVrXmOeF2,False,True,False,True,False
215,50,9ksrY8EWBF,0,159,133,sLtPVmTlD5,False,False,False,True,False
39,77,YgN9HyMR6J,1,100,260,nLElAQdPDX,False,False,True,True,False
233,34,AQMKJoBUOb,1,224,12,Rk7ZcCHYBD,False,True,True,True,False
253,155,ehXQODM1tC,0,229,53,10ufJhSDoN,False,True,False,True,False
89,28,QSFNV9XtBK,0,133,109,hZiMoQPSJB,False,False,False,True,False
204,247,E8mbrS1Ahf,1,184,0,vyOBQTc2HN,False,False,True,True,False
237,8,BbFOMHVQCY,1,115,289,NcVesSD5zi,True,False,True,False,False
181,173,zPbOQ2x7hJ,0,294,5,Sj1mo2iLFs,False,True,False,True,False
121,40,QFbZkKgDm7,1,119,3,anpbIxfGo2,False,False,True,True,False
35,81,QuCV1D0iRT,0,291,105,Ybzk3xoFE2,False,True,False,True,False
205,22,jOcpBL1Sh4,1,155,271,IvuEQMKJnV,False,False,True,True,False
93,96,ADoOLx4FTg,1,137,188,yvKqm95Cge,False,False,True,True,False
96,107,QYagjTeFAt,1,247,151,4iw9gaczpF,False,True,True,True,False
91,216,wL4D0J2ldn,0,240,72,LfRyTGo7tv,False,True,False,True,False
103,100,8KoBRFCXiQ,0,11,122,E04zDBpXnC,False,False,False,True,False
287,199,N5e6jKQOkC,0,156,117,Jtc3EMiS4w,False,False,False,True,False
107,203,n2KBMGfyaz,0,250,134,BkDpuqK264,False,True,False,True,False
178,232,9aFdYRpBDr,1,154,237,qBRO6Xopie,False,False,True,True,False
222,114,JHqUS8pXhY,0,89,154,miCscaQ1AP,False,False,False,True,False
168,291,Zv3dRsGgeq,0,137,226,I5D7N23V6p,False,False,False,True,False
32,286,pgAW2x8qXv,1,0,21,hLx3tINbQs,False,False,True,True,False
212,37,tujPd4gJUT,1,54,101,2ybBjf9F1e,False,False,True,True,False
225,219,NOdKBgs9PI,1,28,127,KRWZydH5gw,False,False,True,True,False
133,162,s5FGXL0nZQ,0,135,150,Y6i9r5PeFf,False,False,False,True,False
75,23,QznS84fkN6,1,38,298,UdGVhLZREX,False,False,True,True,False
163,106,xNDboW6vkG,0,277,12,Hp85E0ceXl,False,True,False,True,False
93,180,CpFVwxv59u,0,181,155,42YzeotpxW,False,False,False,True,False
76,188,pDaG3RmFLy,1,72,190,Kkl7Wc3tPs,False,False,True,True,False
144,223,onNsP3Tfj5,0,274,69,Bxh7AXoED5,False,True,False,True,False
228,172,peGxU04Xrk,1,262,129,jObELTnix0,False,True,True,True,False
291,289,zJQocxeMfT,0,255,274,qBzPVkYLTc,True,True,False,True,False
208,176,ank6vd1i9x,1,253,144,0ALdHnpCel,False,True,True,True,False
124,3,LljshTSm63,1,136,67,5s4GqphMK9,False,False,True,False,False
288,194,gkPjYp9o8t,0,280,183,5bc0igo1L7,False,True,False,True,False
189,201,1XOuQ9RsJt,1,119,193,mEKnYl2Gax,False,False,True,True,False
285,21,3dwYgaKEP8,0,297,256,Et2OpwGh0q,True,True,False,True,False
297,35,urawZIvq5o,0,54,214,EznH1X27Zt,True,False,False,True,False
258,260,Nsfv1Dm6Bi,0,298,182,DPG9lhkMRn,False,True,False,True,False
185,12,fNsqTtL03Z,0,67,157,YIwklhWjcv,False,False,False,True,False
276,85,IbJzKhufwU,0,16,99,M2vfNicuHa,False,False,False,True,False
93,297,tQAUX68KYE,1,168,175,u618G2HdWw,False,False,True,True,False
73,46,40VcYMP3hd,0,13,103,n1R4fzSEaV,False,False,False,True,False
185,223,DbSZuQFzPq,1,113,260,GdgtuW5J8O,False,False,True,True,False
76,224,ko8zcOW4fU,0,7,269,gh4tFkYLob,False,False,False,True,False
118,58,elpuQxLNKI,0,88,223,ud0WNLYrIV,False,False,False,True,False
242,117,FIPGOqmDlg,1,47,61,SRuVso4QjL,False,False,True,True,False
247,158,DeiEYGfz28,1,233,142,TXyjRBxQln,False,True,True,True,False
85,3,VcSyb0BMZC,1,196,253,3lStaevODh,False,False,True,False,False
164,250,lqUh3oxNG1,1,13,109,ryWcqhwOm3,False,False,True,True,False
72,265,vt7Jf9md5P,0,147,48,UrIZl92bxH,False,False,False,True,False
210,275,RzIXtv4ehk,0,135,124,gYyA4eCrlt,False,False,False,True,False
76,55,JviOK2XDI1,0,152,82,pSLl6kW1gT,False,False,False,True,False
284,35,vBjyMuCUmG,0,83,256,VAgH97DCFb,True,False,False,True,False
100,267,V0XsZ7fveJ,0,146,223,YDAbSnPrFX,False,False,False,True,False
39,251,EW0mAlhgDz,1,36,267,kfXeZ0jT51,False,False,True,True,False
14,117,N9JpZdzmD8,1,169,105,TI2kezNpbP,False,False,True,True,False
223,149,rTy89gGDs1,1,256,216,ewRN9b0UaZ,False,True,True,True,False
19,295,d4rIAZwJFM,0,272,267,POQIoBGmuE,False,True,False,True,False
252,173,dc8VWGEJbB,0,59,293,6VSg7BoNx3,True,False,False,True,False
53,78,KAX5PZJVIL,1,200,231,Iq2JWjzfnt,False,False,True,True,False
165,246,pskvGqw5AW,0,49,225,F3kJyg9W4l,False,False,False,True,False
16,91,YljEcTbKDV,1,234,295,kopLZCBYNH,False,True,True,True,False
156,276,506Hmvq3ch,0,27,183,4V2KMtcw1b,False,False,False,True,False
87,276,mM7hGslKOJ,0,37,196,bkZqpaM5UK,False,False,False,True,False
19,72,czHitqW2oY,1,69,219,cD6vYP2Ukw,False,False,True,True,False
153,87,hWmb6rskuI,1,5,149,yAJzXxUZFi,False,False,True,True,False
4,209,OHJthWo6Ib,0,249,110,cJ0zP3jpnq,False,True,False,True,False
200,32,4LloC2Kdpy,0,32,120,VwzgjpaDBq,False,False,False,True,False
194,145,Ja4HykE2di,0,182,179,I2JVgTXEhy,False,False,False,True,False
284,220,PIuYbVnH8e,0,257,226,hkYdqptj7y,True,True,False,True,False
264,274,4SkDRQZ6Pf,0,5,131,2zeAD4IE0T,False,False,False,True,False
293,179,BmfSklIw6t,0,75,243,S3VTIj0PHk,True,False,False,True,False
229,210,19ed2gCa4Q,0,178,103,jhwHB2azpY,False,False,False,True,False
98,115,OKQqtUmn5g,0,29,273,2cT6vXCxiz,False,False,False,True,False
212,254,cDYLl98A2h,1,66,280,O6sn72jRbC,False,False,True,True,False
125,67,2MQL3Fa8N4,0,47,58,3XbdQlaCUD,False,False,False,True,False
79,277,UFxJrehwqo,1,290,174,bmKgI3OjoX,False,True,True,True,False
81,252,npfixyrY4R,0,121,66,LaEiWvHIKA,False,False,False,True,False
68,228,F7JbqywMR6,0,62,116,W3Qng7IUCj,False,False,False,True,False
45,30,LGmejonVyz,0,37,219,oqL6us3yRF,False,False,False,True,False
53,299,TGzvSa8Ejp,1,46,14,xTewUHMjzC,False,False,True,True,False
199,141,qrXb29ERfz,1,87,196,modP16SNvB,False,False,True,True,False
128,223,FOLw6ZUYXz,0,246,221,ycQFCAGtah,False,True,False,True,False
172,186,hAvVbDOtUK,1,110,11,oFDjmxPs4r,False,False,True,True,False
236,210,MLWYUB3OGH,1,66,279,7zrBtam4F0,True,False,True,True,False
281,117,XPL1BTmGAx,0,177,261,YtQRhF4lK5,True,False,False,True,False
292,291,7PuNSxaqkM,0,124,135,bnhz2yI6tD,False,False,False,True,False
229,11,XIEWAuHarY,1,255,12,7XdvajUruK,False,True,True,True,False
163,273,B1mlIMjkoR,1,138,100,FGHTeMD0W8,False,False,True,True,False
28,278,TOVahBkI8s,0,100,9,XduBFnM7jk,False,False,False,True,False
137,51,PeLOFdT8lE,1,267,193,9NgPA4OS3V,False,True,True,True,False
135,84,yVbFkemUTh,1,268,83,OlLWzkbZBJ,False,True,True,True,False
209,28,RhrdWvD46Q,0,16,135,oO69cETei8,False,False,False,True,False
175,61,kdYunyxRBh,1,6,123,w10zNXikSb,False,False,True,True,False
159,241,LYaHnOxQvN,0,117,16,nwjt6P3GeX,False,False,False,True,False
225,83,gOUBLKNik7,1,244,284,TMCFBt50X1,True,True,True,True,False
9,19,qJeO8CagcG,1,167,267,knCQoBxebI,False,False,True,True,False
270,251,7kH6MCyJcm,0,31,165,B8zqRido3J,False,False,False,True,False
244,74,XOdUz7HnNv,1,91,184,deXZ7D5H3S,False,False,True,True,False
213,99,jRpD4TXx79,1,245,184,W51K7Ip6TP,False,True,True,True,False
200,232,iyGhKnwH2E,1,282,1,GxjcHSLby3,False,True,True,True,False
155,153,2rzJDEHYy7,1,115,247,jECdypuOaV,False,False,True,True,False
158,273,GEo57VkndA,1,191,192,YpVqSa1Dzc,False,False,True,True,False
140,286,2MQOcjJfEh,0,236,228,UXPBuEdJrK,False,True,False,True,False
272,93,CtyVnZdSjq,0,206,248,nzcg8M3xtw,True,True,False,True,False
199,227,GWUvyBto1s,1,242,0,PvVx9SdhjJ,False,True,True,True,False
102,100,5lUsZM1pfD,1,293,224,VTJMDpKhLY,False,True,True,True,False
215,259,OgTVxbu5SU,1,165,268,TNLhZ0YMao,False,False,True,True,False
109,154,EmGZUtpOAJ,1,236,232,cLXbrF79Aa,False,True,True,True,False
190,61,jyrnR15Qg8,0,277,44,PDzaMbItcE,False,True,False,True,False
107,242,q0YK14PzoI,1,156,7,nqfxp3amVw,False,False,True,True,False
30,101,0V6Jk5DBWa,1,198,2,XobMfIj8Su,False,False,True,True,False
55,33,51zpXNjT6r,0,45,34,lHBFXjaAnW,False,False,False,True,False
97,237,aUW5PouTk9,1,222,52,uP7U0CKDtG,False,True,True,True,False
235,205,r6Tdo09zuV,0,227,125,9kVabvx73G,False,True,False,True,False
110,189,dxWfulCY3a,1,6,33,bHqpFo360f,False,False,True,True,False
191,257,rnRkGMEjJ5,0,22,267,j1fOpUCEdW,False,False,False,True,False
112,115,Pr5TeR96FQ,1,153,13,zl0JcLx8M4,False,False,True,True,False
242,121,TEpBkvqfDu,1,62,211,wFJB5DxKTI,False,False,True,True,False
1,39,gnYpS7dQu0,1,228,183,69wWDIrkFE,False,True,True,True,False
124,223,WBabCFDPJE,1,286,150,81XTv0W6rE,False,True,True,True,False
176,89,X65UyFDWvN,0,203,121,NeOVdylaob,False,True,False,True,False
138,52,XojKL4J85G,1,120,104,7HzQOPnRDw,False,False,True,True,False
236,142,FObg2AJGKV,1,21,249,c5EUVo8eQA,False,False,True,True,False
82,132,9wluAMhKGt,0,60,293,cG2mOnHZki,False,False,False,True,False
278,81,AvOxIMdpws,0,212,104,IdHSYzCKjG,False,True,False,True,False
95,27,Pk2cO1qhn9,1,69,68,sJCcWFMTaV,False,False,True,True,False
278,104,dkIcFKeN5y,0,215,251,Vfgm2EslqB,True,True,False,True,False
109,25,b85JeVZSCX,0,141,192,tW1S9OgRX3,False,False,False,True,False
152,204,tuSvGOLWwo,0,44,252,9Un1hMoBga,False,False,False,True,False
132,113,gFIpxBUnLY,0,231,180,j1ublinvsF,False,True,False,True,False
152,89,KTnzRNom2s,1,16,212,FpoEBWeNIx,False,False,True,True,False
147,260,ryubJV3MB1,0,13,207,gIVRWfLa7S,False,False,False,True,False
56,117,s2J69iHjOd,1,237,243,PhEtpoc6aD,False,True,True,True,False
14,51,FSVgHrpkdT,1,150,241,yn41pA7YBL,False,False,True,True,False
170,128,n1SBfHM64k,0,15,232,fnVX45MYAu,False,False,False,True,False
31,243,Ig4rK3Hk8W,0,37,170,SwWe2oT4rD,False,False,False,True,False
210,206,EaOw6MFuN1,1,214,65,V8Hc1kZWr2,False,True,True,True,False
277,225,1t2EGDzIVc,1,200,143,CgJZcumefM,False,False,True,True,False
13,271,zN2lmbH7Iq,1,254,1,bre2oHPJOi,False,True,True,True,False
293,135,0RVcXsKgf1,0,126,236,z6PFbJLViU,True,False,False,True,False
83,187,4d5zbcZfit,1,208,168,Hq0blY7cVP,False,True,True,True,False
10,93,BtpDu9QHEg,0,65,231,fPj04srHkU,False,False,False,True,False
221,63,HbhAvWN84C,1,40,232,xW8J1epaPC,False,False,True,True,False
185,83,uDUGARofNQ,0,157,111,jrNnTJEkgZ,False,False,False,True,False
267,165,4NMRDsnieb,0,84,266,7Lq6P2KXzI,True,False,False,True,False
153,205,lIKF860Cn4,0,212,75,iHnNI3L7Rc,False,True,False,True,False
12,30,VHEUKFgxfC,1,174,15,nw3tHqFLuo,False,False,True,True,False
251,28,BahHjK3ZFU,0,206,45,3QihC8gm6o,False,True,False,True,False
111,237,YA5e2jWXZS,1,259,76,P06gGvoAbI,False,True,True,True,False
14,248,xXTCD6GAHj,0,226,53,ZRVUeQY9Wj,False,True,False,True,False
146,266,CzqU7ey9fp,1,254,155,MnCVaNRyDj,False,True,True,True,False
251,157,APlFUDvC4V,0,14,104,PObQS7fcnl,False,False,False,True,False
162,124,ljsHAZRq63,1,153,14,XJZ1uvzV6K,False,False,True,True,False
241,42,yEiS2vs0Kj,1,228,159,9T4rtGhH7o,False,True,True,True,False
221,26,IrxmhY50ct,1,141,260,p8QF9nSIur,False,False,True,True,False
153,72,kZmivqFw2D,1,280,232,5rY8eSwJh1,False,True,True,True,False
231,110,gqh01UFw2m,0,274,193,eSl4Oku8Lf,False,True,False,True,False
289,47,C68Yx5BVJk,0,79,183,60Lb3msj7u,False,False,False,True,False
6,74,R3M10TGEac,1,173,46,ytLrTGwn9c,False,False,True,True,False
142,84,G8ro7lygwX,0,209,60,axw36idO15,False,True,False,True,False
111,289,srgoq6MPbk,0,3,139,laATKqeMDo,False,False,False,True,False
8,200,H5MYZ06mBJ,0,65,25,G5wOBLl8eS,False,False,False,True,False
145,30,sQkoWBN1vf,0,149,27,RmELNxQTCn,False,False,False,True,False
81,176,DPZOg9ojpb,1,91,270,8Mcjqhx7W1,False,False,True,True,False
18,28,oqrCg26HSM,1,52,168,01pAf639ev,False,False,True,True,False
100,186,W1fyud2P3m,0,207,272,n4RjQVpTIY,False,True,False,True,False
251,65,SkAE8FqI6H,1,153,65,BblCO6G1da,False,False,True,True,False
53,91,5uqIPfgzQe,0,1,252,EGymVTar4z,False,False,False,True,False
116,41,1Yw7XCyqmT,0,138,127,c3GvrJy7mu,False,False,False,True,False
47,160,4nOAPeHIUZ,1,107,5,Y01HhingOd,False,False,True,True,False
106,219,y3l6S0Vdk5,0,64,127,ePnlYNHLIy,False,False,False,True,False
81,49,2Aqnmxc3hw,1,299,223,05espBdGVO,False,True,True,True,False
278,100,7BX9qh5pAQ,0,85,85,QaPycE9rkO,False,False,False,True,False
131,117,QeUuJwxMRr,0,133,45,dhnrXgi0AM,False,False,False,True,False
90,51,vuOL0knC8a,1,289,49,Zo2HVe1rmz,False,True,True,True,False
118,97,9W8edYX5SE,1,136,293,RhzOASfoW9,False,False,True,True,False
284,88,PZn0DjbexM,0,139,269,6t0kcmL378,True,False,False,True,False
202,205,7XdpOnVsC3,1,170,155,jxBUIPfJrT,False,False,True,True,False
226,12,EjO3xGANt6,1,257,136,6JWOhsQrKI,False,True,True,True,False
282,68,6Ef5HxaATk,1,41,158,KqpkgOXUHS,False,False,True,True,False
207,184,wMLQHGszcC,0,284,127,3ausF1RiqT,False,True,False,True,False
271,89,OkGDRcFt01,0,270,55,tiRsZhLc3v,False,True,False,True,False
132,210,10UNaSvOWD,1,264,99,Prl2hLkbvA,False,True,True,True,False
194,40,wZ1lX8UNS3,0,107,205,Bi5gU2dq7L,False,False,False,True,False
244,49,7hkR0OEyFK,1,131,61,f8PRQqOYJ6,False,False,True,True,False
184,168,RwAlvJzEBM,1,217,289,Co3SWcjNx2,False,True,True,True,False
244,234,OCILeURWum,1,90,295,BLP6irK5N3,True,False,True,True,False
231,100,lh2PZG1mCo,1,31,130,EiMtv4hd52,False,False,True,True,False
288,96,UhL3ixz9TX,1,70,299,nX6mDhTPGi,True,False,True,True,False
158,53,MH7fgbvpIz,1,109,215,icgNLIa8yR,False,False,True,True,False
52,291,ZO9G5A7c2h,0,184,72,A1Ja5B3ovX,False,False,False,True,False
152,71,j27yi0PEAt,0,139,131,j0qvlKcZnE,False,False,False,True,False
283,188,qaNueopULj,1,62,7,E2pOSGsQuJ,False,False,True,True,False
167,14,yWcgU5QV6F,0,148,57,iMbmYLpFAG,False,False,False,True,False
89,232,j4K0H8pkrs,1,268,59,bNyzZo4da3,False,True,True,True,False
155,77,g23ODxwcMp,1,37,233,Equ0nwFSmX,False,False,True,True,False
235,296,ipoUVjT4Og,0,296,269,m4V1OMry3b,True,True,False,True,False
270,60,F1G23WRHn8,0,267,296,8VnLXMrTo6,True,True,False,True,False
85,132,ZdGWIEvQnH,1,36,267,3pJ8bkdROT,False,False,True,True,False
176,276,EadgNYCbiM,1,186,277,KmcuOZvjr8,False,False,True,True,False
249,39,YACc9uO5xL,0,107,262,HV6w5xldAe,True,False,False,True,False
90,137,IpSYNk6Kzt,0,80,134,FjOAcBxJNi,False,False,False,True,False
244,197,fCKkmnbj1t,0,235,219,ZWLflom8ur,False,True,False,True,False
215,77,6KB2FeJdLC,0,6,241,A1uvjXWbyf,False,False,False,True,False
218,38,bnrwm149HI,0,227,288,UcEIhFp3zv,True,True,False,True,False
65,186,VUAYL3Xflk,0,207,38,4CNZrg8Plw,False,True,False,True,False
158,19,BVAZOyreRF,0,15,22,6amYIApKDh,False,False,False,True,False
49,154,CioIj86NrD,0,28,284,kKFbPDS98M,False,False,False,True,False
3,37,DOfC7KVxJF,1,194,247,R1rnjkBavu,False,False,True,True,False
176,80,4XIxBaoV7w,0,20,127,nAoftypxX7,False,False,False,True,False
132,56,TQOhNxwoBv,1,253,248,tTBLGwK4Xl,False,True,True,True,False
69,149,Mq6F5zx97Z,0,70,161,a40hRT2PnU,False,False,False,True,False
182,276,Jplt6h3AM5,0,295,59,BOFwin69fg,False,True,False,True,False
106,260,QRmJC205Mn,0,71,90,prB3M1OEXh,False,False,False,True,False
133,221,pR0gJM5kGo,0,39,18,5xPip0ACJR,False,False,False,True,False
143,166,Uex0CG31yw,0,122,217,JAf156W97y,False,False,False,True,False
103,263,smMPNbpRq8,1,166,47,3iuF8Jc6PX,False,False,True,True,False
247,286,4gT8j0sf3L,1,113,204,D5J4tPiaru,False,False,True,True,False
69,67,JYhP9A5bBi,1,75,157,b1Dq5CLAwU,False,False,True,True,False
76,18,Mi5odSyD8r,0,284,274,MsbxIEfqX8,False,True,False,True,False
94,258,GrnyHXQYh2,1,269,186,BqAM43YtpL,False,True,True,True,False
95,178,0LEXd8ZQnt,1,195,44,oYAX2OjbUV,False,False,True,True,False
200,150,aFHogZv9nU,1,291,171,Uo6ZfNXJmw,False,True,True,True,False
124,165,kgSNQOTXbP,0,119,62,8OIUX9CgwR,False,False,False,True,False
254,196,D5Xs8LiafR,0,89,66,QzOpU8jG1B,False,False,False,True,False
47,46,z0RQCeV9cI,1,194,213,U9lxTIusoN,False,False,True,True,False
178,111,frt6y2odaN,1,80,263,opwWeqNx4I,False,False,True,True,False
82,218,iN1aXIZRSm,0,148,82,G5dc2OmDYb,False,False,False,True,False
87,297,hZoEHXxmyU,1,215,168,2cWTM6f1Fr,False,True,True,True,False
180,238,nQiFZowDqX,1,248,296,eLsldS7xJW,False,True,True,True,False
221,191,RLSYwam8jk,0,111,192,rue6EiKyhZ,False,False,False,True,False
296,18,UkRigGEC79,0,131,60,ubQ3JqD9AP,False,False,False,True,False
291,112,Gcub8XOCKl,0,281,107,yaYSiIXCk5,False,True,False,True,False
155,123,W3FIqSZwpo,0,139,101,lYots5GU4m,False,False,False,True,False
273,264,dW4avrPmxj,0,16,282,uq72zpTdWO,True,False,False,True,False
151,19,6NLrUGOheP,0,132,292,AxsvdcyXEQ,False,False,False,True,False
23,5,mQpk9elg5a,1,161,82,09d6HDBzxR,False,False,True,False,False
239,52,XeRWyHAldv,1,281,216,R8TwJ2xd09,False,True,True,True,False
205,162,VR9qtMSw4G,0,140,146,VkPFwGsqW5,False,False,False,True,False
182,270,FB6MIkEK1D,1,98,264,3DMlGbVm76,False,False,True,True,False
157,274,qlNDTYmH9j,0,294,218,JCnYk7sOmW,False,True,False,True,False
0,103,4y8xMOnTXB,1,265,60,TmX0oF64gN,False,True,True,True,False
263,93,Tija5oKVtf,0,37,220,z0RLxFdQ96,False,False,False,True,False
178,295,hD0BKwRLoN,1,287,274,lsYwgvC5dH,False,True,True,True,False
128,91,WfiYD62FOH,1,37,46,5JOtmQroDF,False,False,True,True,False
172,167,ZrEVYwBFpL,0,27,35,B7MHIopXeh,False,False,False,True,False
129,180,Zv1lj4XNuP,0,175,34,IY8HC02m1x,False,False,False,True,False
298,143,FV2MLHbgP0,0,197,288,vCqmbwPy1K,True,False,False,True,False
145,179,HKMfyxoUA3,1,272,9,LOy8Vjp5ZS,False,True,True,True,False
45,27,S7bc1e6CwU,0,241,128,42egDc6LCE,False,True,False,True,False
165,244,QeT30iyCml,0,83,91,9yfgZGdcM7,False,False,False,True,False
164,11,w0UtWl2T1X,0,287,4,sa2Nl1Z60v,False,True,False,True,False
224,108,F3vmAGQlUE,1,204,9,yP7R2DlhpB,False,True,True,True,False
189,293,QkGPRJBYon,0,214,126,t4iGcqKrND,False,True,False,True,False
112,243,KLdDVpxSwZ,0,291,94,pW75bo6naE,False,True,False,True,False
199,105,4DewCZ1hP8,0,238,19,TV5i2mfMay,False,True,False,True,False
99,68,45XWutY8HG,0,65,291,B1SoEw5MLt,False,False,False,True,False
20,183,H5GauJQdpA,0,281,88,32EeCK5NZu,False,True,False,True,False
165,277,NqekXHO9fC,1,45,220,EGhsvlJ6f4,False,False,True,True,False
242,256,U63ytxdWum,0,128,57,XW5tu8CKIJ,False,False,False,True,False
112,219,IV7LWCDnF1,1,34,154,1frgntdTKv,False,False,True,True,False
237,40,q4wXJvhI1z,0,76,175,tLudmlw1kf,False,False,False,True,False
71,74,TUn50B1oyI,1,68,79,wvDmlu20yL,False,False,True,True,False
190,242,1ZrGMWv8nl,1,52,74,G7lLrCy8OE,False,False,True,True,False
298,0,PeXZyYruxG,1,84,120,BHTpvDg6sf,False,False,True,False,False
239,205,THj0eMnS34,0,243,30,Bz9c0t2QVT,False,True,False,True,False
20,268,xD4A7OZsQd,1,210,238,Nw04OGduio,False,True,True,True,False
298,147,Bqk4WJatcK,1,62,127,jzDMJqWwHy,False,False,True,True,False
198,56,xaJF06bcOZ,0,173,194,XwBRtVh90E,False,False,False,True,False
249,137,eQMNvA5caz,1,282,232,GfkNlWDsxV,False,True,True,True,False
91,188,jQd2bOIT5g,0,90,13,RUAM6Tb9YZ,False,False,False,True,False
243,69,StW3oUiZRu,0,154,35,J31qkQ2ICj,False,False,False,True,False
262,215,pQtPu4lqOI,0,232,92,wQ5Ppeh8Fg,False,True,False,True,False
10,75,wftuakzs3C,0,223,231,h2nafXsoYc,False,True,False,True,False
25,79,iEjdCKqcw4,0,251,207,isgNqRIHCe,False,True,False,True,False
33,14,LC8nQJ2PHG,1,257,81,6oKVBlJGgr,False,True,True,True,False
141,0,HdBaFJmIAG,1,158,167,AJZoFHb4MS,False,False,True,False,False
208,180,HtpqBfJvkb,0,200,246,UD9CkvoziB,False,False,False,True,False
150,265,UVcuXJ94Bw,1,178,107,Eor4ZmKDgx,False,False,True,True,False
269,261,NRq4Bt8zFv,0,281,90,v0ZdewftbW,False,True,False,True,False
40,123,CX94igJV1L,1,73,115,7D3hrYtXm5,False,False,True,True,False
144,121,1MUvISdZNx,1,56,180,4tSaVTsPc2,False,False,True,True,False
245,43,vG9CodgPfs,0,21,11,gjJPebTXF2,False,False,False,True,False
35,220,L6IGbUNrmP,1,224,184,AJMOoLzl0T,False,True,True,True,False
187,211,Yk8rtoHG7E,0,11,120,S3ucLK8Nib,False,False,False,True,False
77,182,i9edQXfoP3,1,200,75,jbCYIEiQGz,False,False,True,True,False
81,295,NzF8Gp9iy3,1,145,143,DxE4XZBAbL,False,False,True,True,False
265,63,u1b2KBMVxA,1,250,257,Iv2VlbRDkB,True,True,True,True,False
129,72,plegh4SUOa,0,265,112,0z3wSkOjHX,False,True,False,True,False
132,201,RNtYTcEkyZ,1,141,236,q49IN8BZod,False,False,True,True,False
130,217,LbulQZSJde,0,254,274,jdVriuh4vz,False,True,False,True,False
288,178,fg8aXwxRlh,1,139,137,5ajJhG0bdQ,False,False,True,True,False
163,86,LCpGRVOcBk,0,62,245,kEzmL5HPVA,False,False,False,True,False
208,82,u8YSPeMH3R,1,194,28,ZX3WpuobKU,False,False,True,True,False
86,69,c9aVJoW1Gr,0,206,293,fhJNdBeUWa,False,True,False,True,False
263,133,kOaNiqnxjT,1,275,132,0xE51BANKo,False,True,True,True,False
239,14,2tumx5V3ZS,1,242,28,7vBrHPDj6I,False,True,True,True,False
64,263,exHlZp0BLE,0,127,286,RteJByZx1D,False,False,False,True,False
54,174,ceD81tfkJZ,0,184,263,NFa9f1Cwdu,False,False,False,True,False
67,55,MotwBbXqeT,1,257,32,EbYpMk9GD4,False,True,True,True,False
205,253,rSiwq6YxLF,0,208,230,FnylqO8PG4,False,True,False,True,False
148,223,MTUB6IPsC1,1,249,26,KQx8vPUSIf,False,True,True,True,False
87,118,Mpn69f7hCz,0,271,20,vYuR5Xe6Bb,False,True,False,True,False
16,216,4Eaujkw7Rb,1,114,194,wWE7vsG4ir,False,False,True,True,False
142,241,3sMBFthnDd,1,284,47,pVGYbnt1Nl,False,True,True,True,False
264,0,qvpWGFwmBM,0,224,124,8Gx5ufW3KA,False,True,False,False,False
197,130,QKPzvoDy8M,0,295,259,8Ul5H2kmXG,False,True,False,True,False
194,185,J2a8dzsLtb,1,103,172,n4ixYqebJc,False,False,True,True,False
70,280,U0FmHMEhZw,1,236,52,apc9qL3r2G,False,True,True,True,False
74,145,Bmd6yaqQLi,1,10,180,n0cIOGLJP5,False,False,True,True,False
45,206,8b7Bq9oHQ5,0,283,86,M62Rb7tXBI,False,True,False,True,False
18,29,Kxwvs9nVZ4,0,92,273,X43BZRjqJd,False,False,False,True,False
281,233,vtaQgrdcTN,1,85,291,kdLAUHu1wf,True,False,True,True,False
248,157,0FHqUdJwOT,1,74,131,xBINtnSdy5,False,False,True,True,False
267,109,vGPgVtmcz0,0,22,146,X4MpyTm7Zq,False,False,False,True,False
264,16,vli4b03wJu,0,248,18,TpPV3DHRX1,False,True,False,True,False
80,191,UjQzHTR6bt,0,238,253,LpiDOalb19,False,True,False,True,False
77,163,PGHET0k4ne,1,213,57,LPDJQNrOx3,False,True,True,True,False
85,81,RIeS1hwu5Y,1,45,275,slQONDJWUC,False,False,True,True,False
274,233,icyC4YZvzg,1,211,26,B5PavQ0f1k,False,True,True,True,False
6,221,4Jz9D57OFN,0,126,189,TbAfgUl9rO,False,False,False,True,False
276,245,YyESD76RH9,0,78,149,hVHN92OnZb,False,False,False,True,False
115,123,0cTzGjDIVP,0,268,22,fV4LyRqHgt,False,True,False,True,False
210,23,CAIjqieNGs,1,157,160,PNs4CSoFqV,False,False,True,True,False
140,55,cV6g3MJSXG,1,14,117,s3QDglTyef,False,False,True,True,False
